,season,round.roundNumber,team.name,player.field.position,kicks,handballs,disposals,marks,bounces,tackles,contestedPossessions,uncontestedPossessions,totalPossessions,inside50s,marksInside50,contestedMarks,hitouts,onePercenters,disposalEfficiency,clangers,freesFor,freesAgainst,rebound50s,goalAssists,turnovers,intercepts,tacklesInside50,shotsAtGoal,scoreInvolvements,metresGained,clearances.centreClearances,clearances.stoppageClearances,clearances.totalClearances,extendedStats.effectiveKicks,extendedStats.kickToHandballRatio,extendedStats.effectiveDisposals,extendedStats.marksOnLead,extendedStats.interceptMarks,extendedStats.hitoutsToAdvantage,extendedStats.groundBallGets,extendedStats.f50GroundBallGets,extendedStats.scoreLaunches,extendedStats.pressureActs,extendedStats.defHalfPressureActs,extendedStats.spoils,extendedStats.ruckContests,extendedStats.contestDefOneOnOnes,extendedStats.contestDefLosses,extendedStats.contestOffOneOnOnes,extendedStats.contestOffWins,extendedStats.centreBounceAttendances,extendedStats.kickins,extendedStats.kickinsPlayon
2414,2020,11,Western Bulldogs,MID,59,75,134,18,1,20,57,83,140,23,3,1,19,14,426.6,19,4,4,14,4,23,13,5,4,28,1735,7,10,17,39,9.0,93,3,3,8,41,6,9,86,55,5,74,0,0,4,1,0.0,0.0,0.0
2415,2020,11,Western Bulldogs,Other,29,28,57,11,2,9,19,39,58,7,2,0,1,7,297.1,8,1,0,5,1,13,8,2,3,12,723,1,3,4,19,2.8,40,0,0,0,15,0,2,35,15,3,2,0,0,1,1,0.0,0.0,0.0
2416,2020,12,Adelaide Crows,DEF,39,22,61,13,0,5,15,32,47,5,0,1,0,16,407.8,4,2,1,21,0,10,20,0,2,6,1391,0,1,1,30,10.5,47,0,6,0,11,1,4,56,49,15,0,16,5,0,0,0.0,0.0,0.0
2417,2020,12,Adelaide Crows,FWD,30,19,49,10,0,13,26,23,49,8,1,1,7,4,407.8,13,8,9,2,3,14,4,2,8,20,1003,0,4,4,20,12.1,33,1,0,2,15,6,4,77,35,3,10,0,0,5,1,0.0,0.0,0.0
2418,2020,12,Adelaide Crows,MID,51,59,110,21,1,16,47,70,117,16,1,3,38,5,406.4,16,6,5,17,3,19,19,0,4,27,1650,4,8,12,28,5.5,75,0,4,13,27,0,4,134,90,0,65,2,1,3,1,0.0,0.0,0.0
2419,2020,12,Adelaide Crows,Other,13,19,32,6,1,6,11,21,32,3,1,0,0,7,284.7,6,1,3,3,0,5,6,2,2,10,483,2,0,2,10,4.5,25,0,0,0,9,1,2,47,31,6,0,4,0,2,0,0.0,0.0,0.0
2420,2020,12,Brisbane Lions,DEF,37,23,60,23,1,5,21,36,57,7,0,4,0,14,485.7,9,1,5,13,2,14,21,2,0,11,882,0,2,2,30,12.1,49,2,7,0,16,4,6,40,21,12,0,7,3,1,0,0.0,0.0,0.0
2421,2020,12,Brisbane Lions,FWD,51,12,63,24,0,10,22,40,62,17,7,3,0,8,336.6,14,3,7,3,1,14,10,2,12,23,1396,2,1,3,29,32.8,35,9,2,0,15,5,4,80,14,2,0,0,0,9,0,0.0,0.0,0.0
2422,2020,12,Brisbane Lions,MID,48,48,96,20,0,25,47,50,97,14,3,4,24,7,398.1,12,5,5,7,1,18,18,6,6,18,1380,1,16,17,31,6.5,63,1,6,5,33,8,3,87,30,5,51,2,0,3,0,0.0,0.0,0.0
2423,2020,12,Brisbane Lions,Other,31,15,46,15,0,9,24,25,49,9,0,1,11,3,233.60000000000002,7,4,2,4,1,8,13,1,3,14,843,2,2,4,22,6.1,35,0,3,2,18,7,5,40,18,2,19,1,0,1,1,0.0,0.0,0.0
2424,2020,12,Carlton,DEF,48,14,62,17,1,10,26,33,59,6,1,0,0,38,344.5,14,5,4,18,0,16,26,0,1,4,1167,0,1,1,27,32.699999999999996,36,0,3,0,20,0,3,34,25,31,0,20,4,0,0,0.0,0.0,0.0
2425,2020,12,Carlton,FWD,46,26,72,13,1,22,44,28,72,12,3,3,11,7,283.1,16,4,6,3,1,22,10,5,10,20,1281,2,7,9,17,22.9,35,5,0,4,29,7,4,98,42,3,24,0,0,8,2,0.0,0.0,0.0
2426,2020,12,Carlton,MID,70,49,119,4,0,29,60,51,111,19,0,0,21,13,310.0,22,4,4,10,0,23,17,4,5,20,1750,8,21,29,23,9.4,60,0,1,9,48,3,7,99,47,5,65,2,0,1,1,0.0,0.0,0.0
2427,2020,12,Carlton,Other,26,12,38,5,0,7,25,12,37,4,1,0,0,6,229.10000000000002,6,3,0,6,1,11,11,1,2,5,609,0,4,4,12,4.9,21,0,0,0,20,2,1,48,24,4,0,3,2,0,0,0.0,0.0,0.0
2428,2020,12,Collingwood,DEF,37,41,78,10,0,9,29,45,74,7,0,0,0,24,454.2,18,6,8,10,0,19,29,0,0,4,1192,1,2,3,25,5.8999999999999995,60,0,3,0,23,0,1,55,43,18,0,12,3,1,0,0.0,0.0,0.0
2429,2020,12,Collingwood,FWD,29,17,46,9,0,12,21,28,49,7,4,1,1,6,338.6,12,3,4,0,1,14,4,8,8,16,537,2,2,4,12,7.2,27,2,0,1,13,6,1,54,10,4,6,0,0,4,1,0.0,0.0,0.0
2430,2020,12,Collingwood,MID,74,71,145,28,1,14,59,87,146,20,2,2,36,10,403.2,27,6,7,11,2,29,30,2,2,28,1893,10,12,22,38,6.6,97,5,5,10,42,7,11,90,38,4,63,3,0,0,0,0.0,0.0,0.0
2431,2020,12,Collingwood,Other,21,24,45,8,0,5,13,32,45,7,1,0,0,2,264.0,7,0,2,2,1,8,5,1,3,10,460,0,3,3,11,3.6,30,0,0,0,10,3,1,45,12,2,0,0,0,0,0,0.0,0.0,0.0
2432,2020,12,Essendon,DEF,57,33,90,30,2,4,17,66,83,6,0,2,0,23,508.0,8,2,3,15,0,10,25,0,2,10,1009,0,1,1,47,11.4,77,0,7,0,13,0,4,28,19,23,0,12,2,0,0,0.0,0.0,0.0
2433,2020,12,Essendon,FWD,28,23,51,15,1,14,21,30,51,7,3,1,0,6,382.70000000000005,11,3,3,0,2,12,7,5,3,10,600,0,6,6,18,9.4,34,1,1,0,17,3,1,74,28,4,7,2,0,9,1,0.0,0.0,0.0
2434,2020,12,Essendon,MID,63,62,125,21,4,14,39,85,124,23,2,0,22,5,460.6,17,6,1,9,3,21,13,1,2,17,1608,8,12,20,43,5.6,98,0,1,5,27,1,3,100,47,2,61,2,1,2,0,0.0,0.0,0.0
2435,2020,12,Essendon,Other,24,17,41,14,0,5,12,29,41,6,4,0,0,6,279.9,10,0,4,3,0,16,5,0,2,7,642,0,3,3,12,9.1,28,0,0,0,10,4,0,41,19,4,0,0,0,2,0,0.0,0.0,0.0
2436,2020,12,Fremantle,DEF,64,24,88,18,2,12,39,47,86,9,0,2,0,28,413.5,10,5,2,24,0,26,40,0,0,2,1763,0,4,4,40,23.7,61,0,8,0,31,0,1,52,41,22,0,6,1,0,0,0.0,0.0,0.0
2437,2020,12,Fremantle,FWD,32,23,55,15,0,14,26,27,53,9,6,5,11,10,339.7,10,3,6,1,0,11,6,4,10,12,903,1,6,7,16,16.3,33,5,1,3,10,3,2,83,38,7,33,1,1,16,2,0.0,0.0,0.0
2438,2020,12,Fremantle,MID,44,40,84,13,1,24,44,43,87,15,1,2,32,7,368.4,19,4,5,6,2,18,17,3,1,11,1147,0,8,8,22,6.7,51,1,3,14,32,8,6,93,51,3,56,1,1,9,4,0.0,0.0,0.0
2439,2020,12,Fremantle,Other,28,24,52,3,0,16,28,24,52,9,1,1,0,10,265.6,8,2,3,3,0,9,9,5,1,5,759,2,9,11,17,5.6,35,1,2,0,22,2,2,70,31,9,0,1,0,0,0,0.0,0.0,0.0
2440,2020,12,GWS Giants,DEF,39,15,54,11,0,8,24,25,49,8,0,4,0,31,463.6,5,2,2,11,0,15,27,0,0,4,1261,1,0,1,26,17.0,40,0,5,0,16,0,3,32,23,28,0,21,5,0,0,0.0,0.0,0.0
2441,2020,12,GWS Giants,FWD,33,23,56,14,0,19,29,30,59,14,2,1,3,12,313.5,16,5,7,1,0,17,9,10,6,11,964,0,3,3,16,9.6,31,1,1,0,20,3,4,87,25,6,13,1,0,8,1,0.0,0.0,0.0
2442,2020,12,GWS Giants,MID,59,42,101,10,0,24,52,45,97,21,1,0,25,6,298.1,20,4,7,7,0,29,14,4,3,8,1759,8,17,25,22,9.5,50,2,2,11,37,6,2,84,30,4,56,3,0,5,0,0.0,0.0,0.0
2443,2020,12,GWS Giants,Other,29,18,47,8,0,7,23,26,49,9,1,1,2,9,240.7,7,5,0,3,0,9,14,3,3,6,680,1,5,6,12,6.5,27,0,3,1,17,3,1,36,11,8,11,2,1,5,0,0.0,0.0,0.0
2444,2020,12,Geelong Cats,DEF,62,24,86,41,0,9,22,61,83,8,1,5,7,21,481.8,12,0,5,14,0,15,18,0,1,25,1330,3,3,6,50,14.5,69,3,8,1,17,1,6,36,27,19,24,10,1,0,0,0.0,0.0,0.0
2445,2020,12,Geelong Cats,FWD,58,34,92,32,1,13,36,58,94,12,13,7,0,12,459.6,16,5,4,4,5,15,7,5,17,36,1473,0,7,7,40,24.4,68,3,0,0,19,8,2,66,25,7,2,2,1,17,10,0.0,0.0,0.0
2446,2020,12,Geelong Cats,MID,58,36,94,23,1,13,46,53,99,18,2,4,13,16,446.5,11,6,7,9,4,20,19,3,2,29,1711,8,6,14,40,10.5,68,2,2,3,29,1,8,73,32,7,46,1,0,4,1,0.0,0.0,0.0
2447,2020,12,Geelong Cats,Other,32,27,59,12,0,14,24,36,60,9,2,1,0,5,306.7,10,2,2,6,3,7,13,1,4,14,805,2,2,4,22,5.5,45,1,2,0,20,2,4,44,23,2,0,0,0,1,0,0.0,0.0,0.0
2448,2020,12,Gold Coast Suns,DEF,53,18,71,25,1,13,22,43,65,6,0,3,0,24,468.9,13,5,4,25,0,18,34,0,1,9,1524,0,3,3,36,13.2,49,0,12,0,14,0,4,53,42,23,0,8,1,0,0,0.0,0.0,0.0
2449,2020,12,Gold Coast Suns,FWD,22,16,38,14,1,8,20,20,40,6,1,5,0,4,413.2,8,4,3,1,1,16,1,2,3,9,700,0,0,0,15,11.2,26,2,0,0,10,5,0,61,20,4,0,0,0,10,2,0.0,0.0,0.0
2450,2020,12,Gold Coast Suns,MID,51,39,90,21,2,22,42,49,91,8,0,0,24,8,377.9,17,5,4,10,1,21,15,3,3,17,1034,7,12,19,26,11.4,57,1,5,7,28,1,5,89,47,6,62,0,0,1,0,0.0,0.0,0.0
2451,2020,12,Gold Coast Suns,Other,30,29,59,16,2,4,23,40,63,9,0,1,0,4,275.0,4,0,0,8,1,8,14,2,2,14,947,1,3,4,20,7.3,41,1,6,0,18,1,3,28,13,1,0,1,0,1,0,0.0,0.0,0.0
2452,2020,12,Hawthorn,DEF,43,26,69,21,0,7,21,42,63,6,0,2,0,19,417.8,11,0,1,13,0,16,27,1,0,10,1097,0,0,0,29,6.3,49,0,4,0,18,1,4,44,27,14,0,15,5,2,0,0.0,0.0,0.0
2453,2020,12,Hawthorn,FWD,31,30,61,12,0,19,22,41,63,8,5,2,1,9,450.6,9,2,7,5,3,15,7,4,7,20,875,0,4,4,21,7.3,46,1,1,0,15,7,1,74,32,5,19,0,0,10,1,0.0,0.0,0.0
2454,2020,12,Hawthorn,MID,50,70,120,17,0,22,52,69,121,21,2,2,16,10,399.1,18,5,3,5,0,26,22,3,4,16,1467,9,11,20,22,5.1,78,0,4,8,36,5,5,102,57,3,54,2,2,0,0,0.0,0.0,0.0
2455,2020,12,Hawthorn,Other,37,24,61,14,0,6,19,42,61,12,1,0,0,5,268.5,10,2,1,7,0,19,11,0,3,11,1091,2,6,8,18,6.2,40,0,5,0,15,6,4,43,13,2,1,4,1,1,0,0.0,0.0,0.0
2456,2020,12,Melbourne,DEF,63,36,99,27,0,10,29,62,91,8,1,0,0,17,477.6,19,4,4,19,3,18,28,0,1,9,1236,0,4,4,49,12.8,79,0,5,0,23,1,3,55,36,14,0,4,1,0,0,0.0,0.0,0.0
2457,2020,12,Melbourne,FWD,42,23,65,17,0,7,29,38,67,16,7,1,2,13,459.1,15,5,6,0,4,18,11,3,12,24,1291,2,1,3,31,17.3,47,1,1,1,20,5,7,70,20,8,22,1,0,12,3,0.0,0.0,0.0
2458,2020,12,Melbourne,MID,64,46,110,24,0,12,44,67,111,12,1,2,24,8,471.6,15,10,3,11,3,20,18,0,3,23,1566,9,13,22,48,11.8,86,0,7,7,28,3,9,99,45,5,47,0,0,3,0,0.0,0.0,0.0
2459,2020,12,Melbourne,Other,29,19,48,16,0,9,17,34,51,4,3,0,0,6,316.4,7,2,2,3,0,11,13,2,4,9,617,1,1,2,23,9.9,37,3,1,0,13,3,1,47,16,3,0,0,0,0,0,0.0,0.0,0.0
2460,2020,12,North Melbourne,DEF,53,31,84,24,4,10,28,47,75,3,0,6,0,13,468.0,11,4,2,22,0,14,31,0,0,6,1330,1,2,3,42,12.2,67,0,8,0,21,0,2,37,28,11,0,11,1,0,0,0.0,0.0,0.0
2461,2020,12,North Melbourne,FWD,32,20,52,15,3,6,25,27,52,2,6,4,2,7,366.0,11,6,4,3,0,12,6,1,13,15,780,1,4,5,20,16.6,33,3,0,1,15,4,2,46,12,5,18,0,0,10,3,0.0,0.0,0.0
2462,2020,12,North Melbourne,MID,62,72,134,24,1,27,51,83,134,20,0,3,24,6,439.8,13,7,3,8,4,21,11,2,0,23,1643,8,13,21,38,5.3,96,0,3,7,34,3,7,74,45,3,52,3,0,0,0,0.0,0.0,0.0
2463,2020,12,North Melbourne,Other,24,14,38,14,2,8,11,26,37,10,0,1,0,4,286.2,10,2,4,6,2,14,6,1,1,6,841,1,1,2,16,4.1,27,1,2,0,7,0,1,40,18,3,0,0,0,0,0,0.0,0.0,0.0
2464,2020,12,Port Adelaide,DEF,54,14,68,21,0,14,23,38,61,4,0,2,0,16,461.1,10,7,7,22,0,14,28,0,0,2,1339,1,3,4,39,23.9,52,0,7,0,14,0,1,51,37,13,0,20,11,0,0,0.0,0.0,0.0
2465,2020,12,Port Adelaide,FWD,31,28,59,13,0,13,23,33,56,11,0,1,12,4,413.3,11,2,4,1,1,15,8,5,1,5,769,3,2,5,20,8.7,43,3,2,3,18,7,2,66,19,4,31,1,0,11,2,0.0,0.0,0.0
2466,2020,12,Port Adelaide,MID,49,41,90,14,0,19,45,50,95,13,0,0,20,4,387.8,11,8,2,8,0,21,17,3,4,10,1519,4,15,19,27,9.1,59,3,1,8,27,2,6,97,49,2,41,0,0,0,0,0.0,0.0,0.0
2467,2020,12,Port Adelaide,Other,23,12,35,5,0,4,14,19,33,9,2,1,0,7,227.2,6,1,0,0,1,7,4,2,6,9,664,1,1,2,11,7.0,18,0,0,0,9,4,1,50,19,2,0,1,0,2,0,0.0,0.0,0.0
2468,2020,12,Richmond,DEF,60,19,79,29,3,11,25,48,73,8,0,3,0,14,476.5,6,4,3,19,0,10,31,0,0,11,1643,0,2,2,50,27.8,62,0,10,0,16,0,5,34,29,11,0,10,2,0,0,0.0,0.0,0.0
2469,2020,12,Richmond,FWD,45,41,86,27,1,10,36,50,86,17,9,6,0,6,378.0,17,2,3,0,3,19,5,1,12,22,1302,2,4,6,24,5.3,57,6,1,0,22,8,1,59,17,1,0,0,0,7,1,0.0,0.0,0.0
2470,2020,12,Richmond,MID,51,41,92,21,1,24,44,49,93,26,3,1,24,9,411.6,18,4,5,1,2,24,19,2,7,17,1521,5,12,17,30,9.6,62,0,6,8,32,3,6,83,42,6,45,0,0,0,0,0.0,0.0,0.0
2471,2020,12,Richmond,Other,19,11,30,9,0,13,14,19,33,3,2,1,2,3,290.8,5,1,3,5,0,11,8,2,3,5,638,0,0,0,13,9.2,20,0,1,2,11,4,1,41,16,2,18,2,0,2,0,0.0,0.0,0.0
2472,2020,12,St Kilda,DEF,51,30,81,30,2,6,29,55,84,3,0,0,0,18,426.6,10,4,3,19,1,13,26,0,0,18,1054,3,2,5,30,10.2,56,0,7,0,19,0,8,31,21,13,0,10,1,0,0,0.0,0.0,0.0
2473,2020,12,St Kilda,FWD,50,22,72,30,1,12,27,46,73,8,10,7,16,10,449.9,15,4,4,5,1,17,10,3,12,23,1161,1,1,2,35,16.2,54,9,5,7,16,3,3,78,24,9,35,2,0,11,2,0.0,0.0,0.0
2474,2020,12,St Kilda,MID,74,41,115,30,7,14,41,71,112,23,5,1,18,8,387.3,14,2,2,13,3,18,18,0,4,22,1830,4,10,14,45,20.7,75,3,7,7,26,3,4,103,45,5,33,1,0,2,1,0.0,0.0,0.0
2475,2020,12,St Kilda,Other,16,14,30,7,1,6,9,21,30,3,3,0,0,3,333.8,2,1,2,0,1,2,5,1,2,9,253,2,1,3,12,0.0,24,0,1,0,6,1,3,47,17,2,0,0,0,3,0,0.0,0.0,0.0
2476,2020,12,Sydney Swans,DEF,69,27,96,27,0,12,36,50,86,6,2,7,0,17,412.7,11,4,4,22,0,17,32,0,3,15,1650,0,7,7,48,11.9,67,0,9,0,26,1,4,45,35,15,4,11,0,3,2,0.0,0.0,0.0
2477,2020,12,Sydney Swans,FWD,41,32,73,20,0,19,40,30,70,10,1,6,10,5,410.0,9,3,1,4,2,15,11,2,4,17,1042,3,5,8,20,10.4,45,1,3,1,25,3,5,84,38,1,14,1,0,11,2,0.0,0.0,0.0
2478,2020,12,Sydney Swans,MID,57,22,79,19,3,14,39,41,80,12,1,3,28,13,370.1,16,8,6,13,2,17,14,3,6,19,1575,2,11,13,26,17.5,48,0,6,9,25,6,4,59,23,8,60,3,0,12,2,0.0,0.0,0.0
2479,2020,12,Sydney Swans,Other,36,18,54,18,4,12,18,38,56,5,3,1,0,10,268.9,13,1,5,8,2,15,13,1,5,11,1002,0,3,3,24,8.8,36,0,3,0,15,1,3,46,28,9,1,3,1,1,0,0.0,0.0,0.0
2480,2020,12,West Coast Eagles,DEF,73,30,103,37,0,12,30,68,98,6,0,6,0,23,471.3,11,5,2,26,1,17,37,1,1,9,1518,0,2,2,55,17.1,81,0,10,0,18,0,6,48,35,20,0,12,1,0,0,0.0,0.0,0.0
2481,2020,12,West Coast Eagles,FWD,49,24,73,26,0,19,48,34,82,11,11,11,1,13,372.3,19,2,2,2,3,17,10,9,19,27,1206,5,6,11,24,23.0,45,2,1,1,22,6,4,73,21,6,1,0,0,20,8,0.0,0.0,0.0
2482,2020,12,West Coast Eagles,MID,57,45,102,14,0,14,44,62,106,19,1,2,45,10,363.8,14,1,5,10,1,25,14,3,3,15,1524,6,13,19,28,6.1,65,0,1,18,31,6,7,92,46,7,73,0,0,1,0,0.0,0.0,0.0
2483,2020,12,West Coast Eagles,Other,19,23,42,7,0,11,23,22,45,6,0,0,0,3,247.4,7,4,0,2,1,8,15,1,2,8,441,0,4,4,10,3.7,27,0,3,0,14,2,4,47,21,0,0,1,0,0,0,0.0,0.0,0.0
2484,2020,12,Western Bulldogs,DEF,65,39,104,31,8,9,28,68,96,12,0,2,0,17,511.6,7,5,2,16,1,11,24,0,3,22,1784,1,5,6,52,14.4,89,0,5,0,21,4,7,39,23,14,0,4,0,0,0,0.0,0.0,0.0
2485,2020,12,Western Bulldogs,FWD,48,41,89,22,6,23,37,55,92,11,13,5,0,10,469.3,12,5,7,3,4,8,6,8,19,36,1352,7,7,14,32,12.2,70,6,0,0,22,10,5,89,16,3,2,2,0,14,5,0.0,0.0,0.0
2486,2020,12,Western Bulldogs,MID,50,59,109,13,1,16,46,64,110,22,4,2,20,6,419.0,11,6,3,4,2,11,10,4,9,39,1321,7,10,17,26,5.7,77,2,0,7,37,13,13,66,16,1,73,2,1,4,0,0.0,0.0,0.0
2487,2020,12,Western Bulldogs,Other,38,33,71,12,3,6,27,49,76,16,0,1,0,4,248.8,10,2,5,1,4,19,8,1,3,19,1160,4,3,7,20,4.1,44,0,0,0,23,9,5,35,10,1,0,2,1,4,1,0.0,0.0,0.0
2488,2020,13,Adelaide Crows,DEF,41,29,70,16,1,11,21,41,62,4,1,3,0,8,488.90000000000003,11,2,4,21,1,15,22,1,3,6,1532,0,5,5,31,14.8,55,0,11,0,16,2,1,55,35,6,0,7,2,0,0,0.0,0.0,0.0
2489,2020,13,Adelaide Crows,FWD,27,17,44,9,0,13,27,19,46,6,3,2,3,10,366.7,8,5,1,3,1,8,7,1,9,12,538,0,10,10,13,12.600000000000001,27,2,1,0,17,6,1,68,26,6,13,0,0,9,0,0.0,0.0,0.0
2490,2020,13,Adelaide Crows,MID,47,46,93,11,0,35,42,52,94,12,0,0,37,8,342.7,15,6,3,4,0,19,11,2,5,16,1259,6,7,13,24,8.3,56,0,1,11,28,3,9,120,63,6,80,3,0,3,1,0.0,0.0,0.0
2491,2020,13,Adelaide Crows,Other,20,23,43,6,0,15,26,18,44,6,0,0,0,2,264.4,4,5,2,3,0,11,12,4,0,3,613,1,2,3,11,4.6,28,0,0,0,20,4,1,57,30,1,0,1,1,4,1,0.0,0.0,0.0
2492,2020,13,Brisbane Lions,DEF,46,22,68,19,0,5,27,38,65,8,0,6,0,15,464.8,11,3,3,12,0,16,27,0,0,14,1104,1,0,1,33,26.7,53,2,7,0,18,1,4,36,20,14,0,9,2,2,1,0.0,0.0,0.0
2493,2020,13,Brisbane Lions,FWD,48,26,74,22,0,12,35,37,72,11,8,6,0,6,379.9,8,4,2,7,1,18,7,2,11,28,1201,4,4,8,25,14.3,46,4,2,0,25,9,4,66,21,6,2,0,0,4,1,0.0,0.0,0.0
2494,2020,13,Brisbane Lions,MID,34,35,69,21,0,17,22,47,69,9,3,1,20,14,376.1,11,0,4,6,1,12,12,1,3,17,877,0,6,6,18,7.6,45,3,5,4,16,2,6,80,45,10,45,5,2,0,0,0.0,0.0,0.0
2495,2020,13,Brisbane Lions,Other,35,25,60,13,0,8,24,35,59,10,2,1,0,5,294.0,5,4,2,6,1,9,11,2,7,24,967,3,5,8,24,6.199999999999999,46,0,3,0,19,4,6,48,20,5,14,1,0,2,0,0.0,0.0,0.0
2496,2020,13,Carlton,DEF,47,16,63,27,1,10,23,41,64,8,0,4,0,16,424.3,9,1,3,10,0,11,31,0,0,23,1007,0,0,0,33,24.7,45,0,12,0,18,0,9,30,21,14,0,19,2,0,0,0.0,0.0,0.0
2497,2020,13,Carlton,FWD,48,35,83,29,3,14,40,44,84,14,8,8,9,6,370.9,20,5,7,0,2,13,9,3,14,35,1203,1,3,4,22,12.7,54,5,2,1,24,9,3,49,8,3,31,3,1,6,4,0.0,0.0,0.0
2498,2020,13,Carlton,MID,75,45,120,20,2,20,48,69,117,17,1,1,14,7,371.3,14,4,5,7,1,15,10,3,7,47,2035,9,16,25,45,11.8,80,1,1,4,37,6,11,63,23,2,31,2,1,0,0,0.0,0.0,0.0
2499,2020,13,Carlton,Other,44,25,69,17,0,6,20,43,63,15,3,2,0,3,257.1,12,2,2,4,3,11,16,2,6,25,1303,0,1,1,24,13.8,45,2,4,0,16,4,2,30,10,3,0,3,0,1,0,0.0,0.0,0.0
2500,2020,13,Collingwood,DEF,65,39,104,30,10,13,22,80,102,9,0,2,0,32,520.7,13,3,0,24,1,18,28,0,0,20,2085,0,1,1,52,11.9,89,0,8,0,14,0,4,55,39,27,0,10,2,0,0,0.0,0.0,0.0
2501,2020,13,Collingwood,FWD,36,30,66,22,0,7,26,39,65,10,2,2,4,7,397.4,12,5,1,0,3,13,6,1,10,17,657,2,2,4,18,7.1,43,4,0,0,16,7,2,73,14,4,9,0,0,11,1,0.0,0.0,0.0
2502,2020,13,Collingwood,MID,67,76,143,24,2,15,50,88,138,17,0,2,22,13,470.5,15,6,7,7,1,19,20,2,5,24,1557,4,11,15,48,5.5,112,2,3,4,40,7,6,93,38,5,48,0,0,2,0,0.0,0.0,0.0
2503,2020,13,Collingwood,Other,26,20,46,9,1,5,20,29,49,7,0,0,0,4,267.5,10,0,1,4,0,13,7,0,3,9,622,0,4,4,14,5.7,31,4,0,0,18,5,3,49,26,1,0,0,0,1,0,0.0,0.0,0.0
2504,2020,13,Essendon,DEF,54,31,85,27,3,6,16,59,75,0,0,2,0,25,453.6,12,1,2,31,0,15,19,0,0,11,1709,0,3,3,40,13.8,67,0,6,0,8,0,2,40,34,18,0,5,2,0,0,0.0,0.0,0.0
2505,2020,13,Essendon,FWD,34,21,55,17,3,7,18,37,55,10,6,3,0,6,483.70000000000005,6,3,4,4,1,10,3,0,9,18,1155,2,2,4,26,11.1,43,1,0,0,9,2,0,70,40,3,0,0,0,4,0,0.0,0.0,0.0
2506,2020,13,Essendon,MID,53,63,116,23,1,15,43,72,115,12,1,2,14,5,463.5,19,6,5,12,5,26,19,0,3,25,1482,7,13,20,38,6.1,90,1,4,8,28,3,8,101,70,2,41,1,1,1,0,0.0,0.0,0.0
2507,2020,13,Essendon,Other,27,28,55,12,1,8,18,37,55,2,1,3,9,6,278.7,13,2,2,9,1,13,11,0,1,6,684,0,3,3,18,3.7,39,1,2,2,11,1,1,47,39,4,21,2,1,7,1,0.0,0.0,0.0
2508,2020,13,Fremantle,DEF,49,35,84,21,4,7,32,49,81,3,0,5,0,28,434.6,12,4,7,24,1,15,33,0,0,6,1264,0,0,0,36,8.399999999999999,63,0,8,0,22,0,1,30,25,17,0,14,3,0,0,0.0,0.0,0.0
2509,2020,13,Fremantle,FWD,50,31,81,29,0,16,32,47,79,10,9,9,7,8,415.0,7,3,0,4,0,16,9,1,8,16,1340,0,6,6,31,13.3,57,5,3,0,19,3,2,60,21,6,27,3,0,11,3,0.0,0.0,0.0
2510,2020,13,Fremantle,MID,47,53,100,9,1,12,43,58,101,17,0,0,21,7,428.2,15,5,4,7,3,23,16,0,4,18,1416,4,13,17,29,6.1,71,3,1,10,30,1,9,68,41,4,42,0,0,4,0,0.0,0.0,0.0
2511,2020,13,Fremantle,Other,33,27,60,12,0,7,24,36,60,4,1,0,0,10,249.2,8,1,2,5,1,11,11,0,4,10,673,2,3,5,18,12.3,40,2,2,0,20,4,2,36,15,5,0,0,0,0,0,0.0,0.0,0.0
2512,2020,13,GWS Giants,DEF,50,28,78,32,0,12,16,63,79,5,0,1,0,25,469.9,8,4,2,13,1,13,21,3,2,9,1067,0,0,0,35,13.4,61,0,8,0,11,0,3,38,20,21,0,9,4,0,0,0.0,0.0,0.0
2513,2020,13,GWS Giants,FWD,51,36,87,27,2,8,32,57,89,19,5,5,3,10,398.8,13,1,2,1,5,20,7,2,11,26,1455,2,4,6,33,14.2,57,2,1,2,22,10,4,41,11,7,14,0,0,8,1,0.0,0.0,0.0
2514,2020,13,GWS Giants,MID,49,63,112,19,1,17,43,72,115,8,1,0,23,5,451.7,15,2,6,9,0,14,11,2,5,13,913,9,15,24,28,5.0,85,0,1,8,34,5,5,88,42,1,60,2,1,0,0,0.0,0.0,0.0
2515,2020,13,GWS Giants,Other,32,22,54,15,0,10,25,32,57,9,2,3,0,4,292.1,5,1,1,3,1,6,12,1,1,10,793,1,2,3,21,9.0,39,0,3,0,20,2,2,38,17,3,0,1,0,1,0,0.0,0.0,0.0
2516,2020,13,Geelong Cats,DEF,56,24,80,31,0,10,24,52,76,8,0,3,7,22,512.9,6,3,2,13,0,10,26,0,2,15,1205,0,4,4,48,16.2,69,1,7,1,18,0,4,44,32,19,16,10,0,1,1,0.0,0.0,0.0
2517,2020,13,Geelong Cats,FWD,33,31,64,13,0,13,30,36,66,8,6,2,4,4,393.1,12,5,3,1,1,9,7,5,11,23,925,1,2,3,17,6.2,42,3,0,1,21,4,4,63,15,3,23,3,1,6,0,0.0,0.0,0.0
2518,2020,13,Geelong Cats,MID,68,68,136,29,4,27,53,87,140,21,3,4,25,14,438.3,23,1,10,6,6,22,15,4,7,41,1825,6,13,19,43,6.7,97,5,3,9,39,5,10,81,39,7,54,2,1,3,2,0.0,0.0,0.0
