,season,round.roundNumber,team.name,player.field.position,kicks,handballs,disposals,marks,bounces,tackles,contestedPossessions,uncontestedPossessions,totalPossessions,inside50s,marksInside50,contestedMarks,hitouts,onePercenters,disposalEfficiency,clangers,freesFor,freesAgainst,rebound50s,goalAssists,turnovers,intercepts,tacklesInside50,shotsAtGoal,scoreInvolvements,metresGained,clearances.centreClearances,clearances.stoppageClearances,clearances.totalClearances,extendedStats.effectiveKicks,extendedStats.kickToHandballRatio,extendedStats.effectiveDisposals,extendedStats.marksOnLead,extendedStats.interceptMarks,extendedStats.hitoutsToAdvantage,extendedStats.groundBallGets,extendedStats.f50GroundBallGets,extendedStats.scoreLaunches,extendedStats.pressureActs,extendedStats.defHalfPressureActs,extendedStats.spoils,extendedStats.ruckContests,extendedStats.contestDefOneOnOnes,extendedStats.contestDefLosses,extendedStats.contestOffOneOnOnes,extendedStats.contestOffWins,extendedStats.centreBounceAttendances,extendedStats.kickins,extendedStats.kickinsPlayon
7234,2023,15,Collingwood,MID,66,62,128,21,3,21,45,84,129,20,3,3,29,6,389.0,18,6,5,9,1,26,11,0,7,33,2119,6,18,24,34,6.699999999999999,85,0,2,9,28,1,7,123,50,3,66,2,2,1,0,69.0,0.0,0.0
7235,2023,15,Collingwood,Other,29,37,66,10,2,13,26,37,63,8,0,1,0,5,347.2,6,4,0,4,1,7,9,0,6,15,764,2,6,8,20,5.3,49,0,3,0,17,3,2,59,26,2,0,1,0,0,0,22.0,0.0,0.0
7236,2023,15,Essendon,DEF,59,31,90,33,4,12,19,66,85,6,2,2,0,17,506.5,9,1,5,13,0,10,22,1,2,14,1449,0,1,1,48,13.2,76,1,6,0,14,1,3,47,27,13,0,7,2,0,0,0.0,7.0,5.0
7237,2023,15,Essendon,FWD,37,34,71,21,0,14,34,34,68,9,4,5,6,5,361.2,18,4,5,3,3,22,5,4,8,20,1052,5,2,7,18,8.1,43,3,3,1,19,6,3,70,29,5,12,0,0,9,1,21.0,0.0,0.0
7238,2023,15,Essendon,MID,70,53,123,30,1,12,45,78,123,17,3,3,21,8,416.7,15,7,5,17,3,20,22,2,9,22,1876,5,11,16,47,8.9,90,0,3,11,28,5,8,95,47,7,44,5,1,1,0,68.0,2.0,1.0
7239,2023,15,Essendon,Other,42,36,78,18,0,7,27,49,76,10,3,2,12,3,360.5,9,3,3,4,2,16,13,1,3,18,1102,1,6,7,26,6.2,57,1,4,5,16,1,2,39,20,3,22,1,0,0,0,19.0,0.0,0.0
7240,2023,15,Fremantle,DEF,65,31,96,38,1,7,27,65,92,8,0,2,0,27,512.6,11,4,5,19,1,16,32,0,1,13,1647,0,1,1,55,11.8,83,0,7,0,20,0,4,34,26,23,0,8,1,0,0,0.0,7.0,6.0
7241,2023,15,Fremantle,FWD,32,34,66,22,0,13,35,32,67,10,8,6,7,10,447.8,12,5,4,1,1,12,13,6,15,28,880,1,6,7,22,7.7,50,5,3,4,22,6,6,84,18,8,20,1,0,7,1,6.0,0.0,0.0
7242,2023,15,Fremantle,MID,84,54,138,29,0,18,47,90,137,24,3,1,24,9,393.2,16,6,3,7,4,26,12,1,6,36,2001,10,10,20,48,11.3,93,2,2,6,33,8,10,102,48,7,57,1,0,3,1,89.0,0.0,0.0
7243,2023,15,Fremantle,Other,45,17,62,24,2,18,19,45,64,10,3,1,0,2,378.2,6,3,3,4,2,8,11,3,6,17,1112,3,3,6,36,17.6,52,0,2,0,14,2,3,68,37,0,1,0,0,3,1,13.0,0.0,0.0
7244,2023,15,Geelong Cats,DEF,75,30,105,23,0,19,42,51,93,11,2,4,0,19,357.9,25,7,5,22,0,32,39,0,2,13,1850,1,5,6,41,20.7,63,0,10,0,29,0,8,76,54,16,0,10,1,0,0,18.0,7.0,6.0
7245,2023,15,Geelong Cats,FWD,48,27,75,15,0,12,37,37,74,13,5,3,2,12,347.8,8,8,4,3,4,13,19,4,10,27,1114,1,2,3,33,12.7,53,5,3,0,25,6,6,83,30,10,9,3,0,9,2,3.0,0.0,0.0
7246,2023,15,Geelong Cats,MID,70,27,97,18,0,27,32,55,87,19,2,2,29,20,314.4,27,3,7,14,1,27,22,3,5,18,1818,6,5,11,28,18.4,52,0,4,4,23,1,3,117,58,11,97,4,0,6,0,47.0,4.0,3.0
7247,2023,15,Geelong Cats,Other,44,21,65,15,2,12,38,27,65,10,3,3,0,6,322.5,15,3,6,5,2,19,16,1,9,16,1322,3,12,15,24,18.400000000000002,43,1,2,0,27,3,6,67,36,3,0,1,0,5,2,24.0,3.0,3.0
7248,2023,15,Gold Coast Suns,DEF,67,25,92,47,1,9,25,62,87,7,0,7,0,19,513.0,11,1,6,15,0,10,44,1,0,14,1589,0,1,1,54,20.0,76,1,23,0,14,0,5,60,41,15,0,11,2,0,0,0.0,4.0,3.0
7249,2023,15,Gold Coast Suns,FWD,54,30,84,28,1,8,34,51,85,23,12,3,10,6,350.40000000000003,22,3,7,2,4,29,7,5,18,37,1765,4,4,8,28,20.5,51,6,1,5,27,9,6,102,16,4,23,0,0,12,2,15.0,0.0,0.0
7250,2023,15,Gold Coast Suns,MID,77,38,115,31,1,10,42,72,114,21,2,1,26,8,488.9,16,5,5,7,3,21,16,3,9,35,1792,5,14,19,60,16.1,94,0,0,4,27,5,8,92,32,4,52,1,0,2,2,60.0,0.0,0.0
7251,2023,15,Gold Coast Suns,Other,54,23,77,22,1,13,26,48,74,17,2,0,0,3,390.3,10,2,2,8,3,19,18,6,6,20,1626,3,6,9,42,11.5,59,1,4,0,22,4,12,74,20,2,0,0,0,2,1,17.0,0.0,0.0
7252,2023,15,Hawthorn,DEF,60,63,123,30,2,10,41,72,113,4,0,1,0,15,456.3,17,3,2,20,1,27,41,0,1,3,1713,1,3,4,43,5.6000000000000005,94,0,5,0,37,0,0,66,50,14,0,9,2,0,0,21.0,10.0,9.0
7253,2023,15,Hawthorn,FWD,36,31,67,13,0,7,29,39,68,10,4,2,11,15,434.5,18,4,2,12,1,20,10,1,6,11,1043,3,7,10,20,6.9,44,1,0,1,19,0,2,69,30,10,23,4,2,5,1,24.0,0.0,0.0
7254,2023,15,Hawthorn,MID,69,38,107,22,2,21,33,77,110,17,0,0,15,4,447.5,21,9,5,12,2,21,17,1,6,12,1851,2,6,8,43,12.9,80,1,4,3,23,5,6,80,48,1,48,1,1,1,0,31.0,1.0,1.0
7255,2023,15,Hawthorn,Other,40,48,88,17,8,7,24,60,84,6,1,1,0,6,311.1,14,4,2,9,0,17,11,0,2,6,1103,1,5,6,25,4.0,63,2,3,0,17,0,1,55,31,5,4,2,0,6,1,16.0,5.0,4.0
7256,2023,15,Melbourne,DEF,62,40,102,18,1,14,46,47,93,12,1,3,0,26,432.7,13,6,3,23,2,24,45,1,2,15,2158,0,4,4,47,21.5,76,0,8,0,35,2,6,64,41,20,1,13,2,0,0,4.0,12.0,12.0
7257,2023,15,Melbourne,FWD,37,26,63,14,1,23,27,36,63,6,5,3,5,20,437.8,18,5,10,3,1,22,8,6,12,19,1000,2,5,7,21,8.200000000000001,44,0,2,1,17,9,5,77,23,14,15,3,2,12,1,12.0,0.0,0.0
7258,2023,15,Melbourne,MID,73,60,133,17,2,29,54,82,136,23,2,0,23,14,356.0,27,7,4,10,2,37,20,9,5,27,2178,7,19,26,33,8.0,79,2,4,8,33,8,8,116,52,7,48,0,0,4,0,55.0,0.0,0.0
7259,2023,15,Melbourne,Other,35,32,67,14,0,9,33,34,67,11,0,4,19,5,279.9,9,4,4,5,1,12,18,3,3,12,870,0,10,10,20,5.7,44,0,9,5,21,6,4,62,25,1,42,4,0,2,0,21.0,0.0,0.0
7260,2023,15,St Kilda,DEF,75,28,103,31,0,18,31,61,92,7,0,2,0,20,467.0,13,9,2,24,1,26,38,1,2,8,2050,0,1,1,53,17.1,79,1,10,0,20,0,2,52,44,16,0,9,2,0,0,0.0,12.0,11.0
7261,2023,15,St Kilda,FWD,27,34,61,15,0,14,28,35,63,8,5,3,4,9,421.0,10,2,4,1,5,8,4,4,11,27,774,1,3,4,16,6.2,44,1,2,1,19,6,5,52,14,7,15,0,0,9,2,3.0,0.0,0.0
7262,2023,15,St Kilda,MID,72,59,131,25,2,30,55,79,134,17,4,1,30,11,418.6,21,7,5,13,0,24,18,3,4,20,1737,6,16,22,43,7.5,89,1,4,5,39,8,8,95,53,7,79,1,0,0,0,57.0,0.0,0.0
7263,2023,15,St Kilda,Other,34,27,61,17,0,15,21,41,62,11,1,0,0,3,332.3,12,1,3,3,0,13,8,1,2,5,937,1,3,4,19,10.3,40,3,1,0,19,4,1,47,22,2,0,1,0,1,0,28.0,0.0,0.0
7264,2023,15,Sydney Swans,DEF,48,53,101,18,10,10,22,77,99,15,0,0,0,19,496.9,6,4,2,14,1,12,22,1,1,30,1617,1,3,4,35,6.2,85,0,8,0,17,1,11,41,34,17,0,5,0,0,0,0.0,4.0,4.0
7265,2023,15,Sydney Swans,FWD,70,36,106,36,3,21,40,66,106,17,20,10,18,9,489.2,13,4,1,2,12,12,10,8,28,72,1659,1,3,4,49,14.200000000000001,82,10,1,4,23,8,10,86,21,2,33,0,0,6,4,26.0,0.0,0.0
7266,2023,15,Sydney Swans,MID,72,75,147,21,2,24,71,81,152,35,3,7,35,5,474.0,13,8,7,6,10,13,15,7,10,68,2478,16,16,32,50,6.3,116,2,1,6,46,6,22,94,30,0,80,0,0,2,1,104.0,0.0,0.0
7267,2023,15,Sydney Swans,Other,41,45,86,20,2,6,29,58,87,10,6,2,0,8,408.7,9,4,2,7,1,7,12,1,11,37,1016,4,3,7,28,4.9,67,0,3,0,21,6,6,45,14,7,1,1,0,0,0,18.0,0.0,0.0
7268,2023,15,West Coast Eagles,DEF,34,35,69,21,0,9,25,38,63,5,1,3,0,14,490.4,7,0,5,21,2,8,16,2,1,6,902,1,3,4,26,9.6,57,0,4,0,20,3,2,72,52,14,0,4,2,0,0,0.0,11.0,7.0
7269,2023,15,West Coast Eagles,FWD,34,30,64,13,2,10,25,38,63,10,2,2,3,7,378.5,13,5,4,4,1,18,9,4,6,9,860,4,3,7,19,9.7,42,1,3,0,18,2,2,82,34,7,25,1,0,5,0,22.0,0.0,0.0
7270,2023,15,West Coast Eagles,MID,59,42,101,18,2,34,39,61,100,17,0,0,37,11,461.0,15,6,6,13,1,20,10,5,3,15,1522,4,15,19,40,8.799999999999999,74,0,2,7,27,2,4,138,78,5,82,2,2,0,0,92.0,8.0,6.0
7271,2023,15,West Coast Eagles,Other,28,38,66,12,0,5,18,49,67,2,0,1,1,5,347.3,10,1,3,8,0,11,9,2,2,7,625,2,5,7,15,4.1,48,0,3,1,15,3,1,68,43,4,6,1,1,1,0,34.0,0.0,0.0
7272,2023,16,Adelaide Crows,DEF,60,30,90,26,0,13,26,61,87,8,0,1,0,23,474.8,6,5,2,25,1,15,36,1,1,21,1784,0,2,2,47,15.7,74,0,12,0,18,1,11,47,33,21,0,9,1,0,0,0.0,5.0,4.0
7273,2023,16,Adelaide Crows,FWD,56,40,96,27,2,18,39,59,98,18,13,3,3,8,420.8,22,7,7,1,4,21,11,4,25,44,1738,4,8,12,34,16.9,68,8,2,0,26,11,7,95,24,2,8,0,0,8,1,33.0,0.0,0.0
7274,2023,16,Adelaide Crows,MID,80,62,142,32,0,37,55,84,139,26,4,2,52,7,415.3,14,10,4,5,4,22,21,2,7,38,1885,7,19,26,48,10.3,96,2,7,14,28,5,10,109,45,5,90,1,1,3,2,99.0,1.0,1.0
7275,2023,16,Adelaide Crows,Other,45,31,76,22,0,13,24,53,77,12,4,3,4,8,337.8,10,0,2,4,7,15,9,2,7,28,1098,3,3,6,26,7.4,52,2,0,2,19,5,5,66,30,5,13,3,1,1,0,12.0,0.0,0.0
7276,2023,16,Brisbane Lions,DEF,69,22,91,28,4,6,22,59,81,8,1,5,0,18,440.8,8,2,0,14,1,16,32,0,3,33,1773,1,1,2,52,23.1,72,0,10,0,14,1,12,47,32,13,0,9,0,0,0,0.0,8.0,5.0
7277,2023,16,Brisbane Lions,FWD,61,19,80,30,1,10,32,49,81,22,14,5,1,5,410.6,15,5,5,2,5,17,7,4,25,39,1657,4,4,8,38,31.1,55,7,1,0,21,11,4,65,14,3,12,0,0,7,0,14.0,0.0,0.0
7278,2023,16,Brisbane Lions,MID,68,63,131,32,3,12,52,84,136,18,3,0,29,11,480.9,12,3,4,10,4,24,20,1,7,41,1710,15,11,26,50,6.9,106,4,2,9,44,7,12,82,34,6,61,0,0,4,0,79.0,0.0,0.0
7279,2023,16,Brisbane Lions,Other,50,28,78,22,1,15,32,45,77,20,3,2,8,8,374.5,8,4,3,5,4,16,14,4,3,27,1481,2,8,10,40,11.3,62,0,5,2,21,4,6,54,16,5,13,2,0,7,2,23.0,2.0,1.0
7280,2023,16,Carlton,DEF,84,27,111,38,2,14,31,68,99,8,0,5,0,20,409.20000000000005,14,2,2,27,0,22,38,1,0,19,1943,0,5,5,58,22.7,76,0,14,0,23,0,8,68,47,17,0,9,0,0,0,0.0,10.0,9.0
7281,2023,16,Carlton,FWD,49,42,91,32,2,25,34,59,93,16,13,3,1,6,470.3,7,8,1,2,9,11,6,7,17,53,1422,1,2,3,34,10.5,70,8,0,1,19,2,3,99,26,3,7,0,0,6,3,9.0,0.0,0.0
7282,2023,16,Carlton,MID,70,71,141,22,1,35,51,89,140,21,3,3,14,8,416.8,17,4,4,10,7,22,20,3,6,47,1860,4,16,20,39,7.3,100,0,6,1,40,6,7,122,57,5,64,0,0,2,1,70.0,0.0,0.0
7283,2023,16,Carlton,Other,34,28,62,15,0,13,28,33,61,9,4,1,12,7,343.0,13,7,5,2,0,10,7,1,5,24,711,6,5,11,19,15.0,42,4,0,7,18,1,9,51,21,5,36,1,0,3,1,33.0,0.0,0.0
7284,2023,16,Collingwood,DEF,67,38,105,33,4,8,33,65,98,11,1,7,0,21,537.8,12,8,5,17,2,14,37,1,2,29,1805,1,2,3,58,11.2,93,0,11,0,17,1,10,32,20,15,0,12,2,0,0,0.0,7.0,6.0
7285,2023,16,Collingwood,FWD,43,31,74,22,0,19,36,40,76,17,9,3,11,14,396.5,12,6,5,4,8,13,5,9,16,38,1154,1,6,7,26,19.1,49,4,0,3,25,6,6,69,12,8,22,0,0,6,2,20.0,0.0,0.0
7286,2023,16,Collingwood,MID,80,73,153,21,3,22,51,95,146,24,4,1,13,13,442.70000000000005,19,6,4,9,2,24,19,1,10,46,2372,10,12,22,51,7.699999999999999,112,0,3,4,36,7,11,108,47,6,45,0,0,2,0,75.0,2.0,2.0
7287,2023,16,Collingwood,Other,41,31,72,16,5,12,26,40,66,10,2,3,1,6,345.8,11,1,2,9,1,15,14,0,8,17,1312,1,1,2,29,10.5,55,1,4,1,22,5,3,54,22,6,5,6,0,0,0,9.0,2.0,2.0
7288,2023,16,Essendon,DEF,62,32,94,22,3,11,33,48,81,10,0,5,0,21,475.7,12,8,5,25,1,25,35,0,2,19,1899,0,2,2,50,18.3,75,0,11,0,19,0,8,41,36,19,0,16,4,0,0,0.0,11.0,11.0
7289,2023,16,Essendon,FWD,43,26,69,19,0,13,24,45,69,10,9,3,3,5,395.4,8,4,1,4,3,13,8,4,10,27,1113,0,3,3,27,10.5,44,4,1,1,14,7,3,75,26,2,4,1,1,11,1,5.0,0.0,0.0
7290,2023,16,Essendon,MID,69,57,126,29,0,23,56,78,134,18,3,1,33,15,411.0,16,5,3,13,2,24,19,1,9,33,2079,10,9,19,41,7.8,87,2,2,9,39,4,9,100,59,8,56,0,0,1,0,70.0,1.0,1.0
7291,2023,16,Essendon,Other,35,27,62,16,0,14,29,33,62,12,3,1,4,4,332.5,12,4,4,2,1,10,13,4,4,15,900,0,6,6,21,7.9,45,1,1,0,21,1,4,43,17,2,13,0,0,4,1,21.0,0.0,0.0
7292,2023,16,Fremantle,DEF,79,40,119,34,1,18,34,79,113,10,0,4,0,25,503.6,18,7,6,26,0,16,33,0,1,17,1849,0,4,4,66,12.8,102,0,9,0,23,2,5,55,42,19,0,14,5,0,0,0.0,6.0,6.0
7293,2023,16,Fremantle,FWD,41,30,71,22,0,16,25,44,69,8,8,2,9,8,411.4,9,2,2,0,4,15,6,7,14,23,886,0,1,1,28,12.8,48,8,0,4,22,12,0,71,15,6,25,1,0,8,0,6.0,0.0,0.0
7294,2023,16,Fremantle,MID,71,79,150,29,1,28,59,92,151,21,4,5,50,5,439.5,20,5,4,5,4,16,20,3,5,28,1479,5,14,19,43,6.6,114,0,4,13,38,2,10,103,51,2,89,2,0,5,1,84.0,0.0,0.0
7295,2023,16,Fremantle,Other,38,27,65,19,0,11,21,43,64,7,1,1,0,6,336.3,14,0,3,5,2,14,7,1,4,17,918,5,5,10,23,12.3,45,0,1,0,15,2,2,56,29,4,0,1,1,1,0,34.0,0.0,0.0
7296,2023,16,GWS Giants,DEF,72,36,108,22,5,25,38,57,95,5,1,1,0,43,481.90000000000003,18,3,5,36,0,32,47,0,1,10,2252,0,5,5,52,15.0,85,1,7,0,31,0,5,86,59,37,0,8,2,0,0,0.0,15.0,13.0
7297,2023,16,GWS Giants,FWD,42,28,70,13,0,19,33,39,72,17,2,1,0,15,329.0,23,3,6,3,0,29,15,5,6,13,1315,1,3,4,19,11.1,38,3,0,0,24,7,2,123,41,8,0,0,0,8,1,4.0,0.0,0.0
7298,2023,16,GWS Giants,MID,75,69,144,19,0,23,54,91,145,17,0,0,20,20,391.7,30,3,11,19,1,39,35,0,3,20,2208,1,15,16,40,9.7,95,0,4,8,41,2,4,118,74,12,58,5,0,2,1,46.0,0.0,0.0
7299,2023,16,GWS Giants,Other,31,19,50,11,1,5,18,33,51,7,0,2,4,16,280.8,14,1,3,9,2,13,11,0,2,7,807,0,3,3,14,8.1,29,1,1,1,12,2,0,52,30,13,27,5,0,4,2,14.0,0.0,0.0
7300,2023,16,Geelong Cats,DEF,54,21,75,28,0,6,25,41,66,4,0,4,0,16,463.2,4,4,0,25,0,10,34,0,1,8,1610,0,1,1,43,20.6,61,0,11,0,17,1,5,43,38,16,0,5,1,0,0,0.0,8.0,8.0
7301,2023,16,Geelong Cats,FWD,36,21,57,16,2,17,29,30,59,13,6,4,4,3,329.2,11,4,1,0,1,15,9,8,11,18,913,0,3,3,16,16.1,32,4,0,0,19,4,3,88,30,0,12,1,0,1,0,6.0,0.0,0.0
7302,2023,16,Geelong Cats,MID,64,47,111,25,3,14,39,61,100,20,5,3,31,12,420.3,23,4,6,14,2,26,14,2,7,21,1912,5,10,15,42,8.6,78,1,1,4,31,4,7,73,35,8,72,1,0,1,0,42.0,10.0,10.0
7303,2023,16,Geelong Cats,Other,40,32,72,4,1,18,36,35,71,13,0,1,0,2,322.3,12,5,2,4,3,15,6,5,3,12,1021,3,9,12,17,7.0,40,0,0,0,30,7,3,83,40,1,0,0,0,0,0,20.0,0.0,0.0
7304,2023,16,Gold Coast Suns,DEF,69,23,92,35,3,9,23,57,80,5,0,4,0,30,470.7,15,6,4,23,0,20,30,0,0,6,1402,0,2,2,53,27.2,71,0,11,0,12,0,3,63,51,25,0,5,1,0,0,0.0,9.0,8.0
7305,2023,16,Gold Coast Suns,FWD,43,27,70,24,0,11,33,35,68,16,1,3,5,10,397.5,11,3,5,4,2,20,12,6,6,15,1344,3,3,6,28,17.5,49,1,2,0,26,7,5,82,24,8,13,0,0,15,2,10.0,0.0,0.0
7306,2023,16,Gold Coast Suns,MID,66,41,107,26,2,19,46,61,107,16,4,2,29,6,388.5,21,5,8,6,1,21,16,2,6,20,1702,10,9,19,40,12.4,69,3,1,13,29,2,5,96,38,2,59,1,0,2,0,79.0,0.0,0.0
7307,2023,16,Gold Coast Suns,Other,43,17,60,21,0,13,17,40,57,8,3,0,0,1,295.2,7,2,4,11,1,13,9,3,8,11,1188,0,4,4,27,13.0,39,1,0,0,15,4,3,87,38,0,0,2,1,1,0,15.0,2.0,2.0
7308,2023,16,Hawthorn,DEF,41,27,68,21,2,22,19,48,67,3,0,2,0,21,438.1,14,1,8,12,0,13,22,0,2,8,989,0,2,2,27,9.1,49,0,8,0,14,1,3,75,51,17,0,8,3,1,0,0.0,7.0,5.0
7309,2023,16,Hawthorn,FWD,44,55,99,25,2,19,40,60,100,13,8,2,0,7,429.5,10,4,3,1,3,17,15,8,12,27,1298,6,4,10,29,6.5,73,1,1,0,31,9,3,105,36,4,0,0,0,8,0,35.0,0.0,0.0
7310,2023,16,Hawthorn,MID,57,52,109,23,1,22,44,63,107,22,0,1,29,11,362.8,22,5,5,12,2,25,19,3,1,25,1781,6,10,16,34,9.9,72,0,5,6,30,3,7,101,49,8,43,3,2,1,0,41.0,2.0,2.0
7311,2023,16,Hawthorn,Other,40,32,72,15,1,17,22,46,68,10,0,1,32,4,362.0,14,2,5,11,2,16,9,4,0,11,1042,0,6,6,23,6.5,48,0,1,6,16,1,3,80,40,2,64,0,0,0,0,36.0,1.0,1.0
7312,2023,16,Melbourne,DEF,70,43,113,28,0,13,30,76,106,10,0,3,0,20,452.3,11,6,1,20,0,23,43,0,1,6,1909,1,1,2,45,11.5,84,0,13,0,22,0,2,54,37,16,0,9,3,1,0,2.0,4.0,3.0
7313,2023,16,Melbourne,FWD,55,42,97,9,0,13,41,50,91,21,1,1,1,12,307.8,15,5,1,6,1,27,11,8,9,21,1688,1,7,8,24,7.7,58,2,1,0,32,6,2,90,26,7,3,0,0,6,1,20.0,0.0,0.0
7314,2023,16,Melbourne,MID,92,61,153,17,0,23,78,77,155,34,3,2,17,10,312.4,39,12,6,8,1,43,36,5,12,22,2258,8,17,25,31,11.3,78,2,1,6,48,7,9,109,28,2,48,2,1,5,1,23.0,0.0,0.0
7315,2023,16,Melbourne,Other,41,35,76,14,1,8,38,38,76,8,1,0,16,10,375.6,9,2,2,3,1,15,23,4,4,15,824,4,9,13,29,9.4,57,1,4,2,31,7,7,73,28,2,34,3,0,6,0,19.0,0.0,0.0
7316,2023,16,North Melbourne,DEF,57,34,91,34,0,14,36,53,89,4,0,5,0,17,413.3,23,4,7,20,0,19,39,1,2,11,1292,1,1,2,39,11.9,63,3,15,0,28,1,4,68,51,16,0,7,1,1,0,0.0,4.0,3.0
7317,2023,16,North Melbourne,FWD,43,42,85,15,5,7,35,53,88,17,5,0,1,7,432.8,15,4,7,2,3,19,9,0,14,28,1448,5,3,8,27,8.0,62,4,1,0,26,6,2,82,34,3,1,0,0,8,1,42.0,0.0,0.0
7318,2023,16,North Melbourne,MID,51,65,116,18,1,22,38,78,116,17,0,2,20,5,456.7,21,4,7,7,5,24,14,2,2,29,1513,8,9,17,32,4.4,89,0,3,7,28,1,7,113,67,3,46,1,1,2,1,61.0,2.0,2.0
7319,2023,16,North Melbourne,Other,46,31,77,19,0,9,26,47,73,9,0,1,17,11,365.90000000000003,10,3,1,13,2,15,11,1,2,11,1272,4,5,9,29,7.9,55,0,3,5,18,2,4,51,33,7,64,4,1,2,1,41.0,5.0,5.0
7320,2023,16,Port Adelaide,DEF,67,34,101,26,0,13,44,49,93,11,0,6,0,31,413.7,14,3,5,24,0,24,45,1,3,27,2031,2,8,10,51,14.0,75,0,14,0,35,1,17,53,38,30,0,15,2,1,1,0.0,11.0,8.0
7321,2023,16,Port Adelaide,FWD,38,23,61,22,0,10,29,29,58,13,9,5,15,5,371.2,14,4,7,0,2,16,6,4,15,28,1031,2,0,2,16,12.1,37,4,0,3,17,8,2,85,13,0,51,0,0,15,4,17.0,0.0,0.0
7322,2023,16,Port Adelaide,MID,45,32,77,16,0,28,30,43,73,15,1,0,2,6,441.6,14,2,4,5,2,17,7,8,3,16,1406,5,6,11,32,8.899999999999999,56,0,1,0,25,4,0,99,42,4,21,0,0,0,0,52.0,0.0,0.0
7323,2023,16,Port Adelaide,Other,45,29,74,17,6,6,20,52,72,16,2,1,0,4,397.6,12,4,5,10,2,18,14,1,2,22,1520,3,2,5,32,7.6,57,1,3,0,18,1,3,60,28,3,1,1,0,1,0,27.0,3.0,3.0
7324,2023,16,Richmond,DEF,73,29,102,38,5,20,30,61,91,6,1,7,0,22,524.1,18,5,6,30,1,23,40,2,1,13,2176,0,2,2,61,15.0,87,1,16,0,16,0,5,69,54,17,0,15,2,0,0,0.0,13.0,13.0
7325,2023,16,Richmond,FWD,26,26,52,12,2,6,17,39,56,8,5,1,0,10,426.6,18,0,5,4,2,16,5,2,5,19,751,1,1,2,13,8.5,35,4,0,0,14,4,3,77,25,7,0,1,0,9,0,15.0,0.0,0.0
7326,2023,16,Richmond,MID,49,47,96,20,1,19,44,52,96,11,3,1,32,7,360.8,12,4,0,11,2,20,18,4,4,20,1430,2,11,13,22,7.5,58,1,4,3,33,5,5,115,59,4,62,1,0,2,0,68.0,1.0,1.0
7327,2023,16,Richmond,Other,33,19,52,13,3,8,21,32,53,13,4,2,8,3,369.4,16,3,3,2,0,13,9,0,7,19,1148,2,3,5,20,12.3,35,0,3,3,14,2,5,49,31,1,24,1,0,0,0,33.0,0.0,0.0
7328,2023,16,St Kilda,DEF,69,33,102,39,1,12,30,69,99,12,0,5,0,16,511.8,11,1,2,13,0,12,33,0,1,17,1465,1,3,4,54,12.9,83,1,10,0,24,0,7,49,33,12,0,3,0,0,0,11.0,4.0,3.0
7329,2023,16,St Kilda,FWD,50,33,83,20,1,9,42,40,82,10,6,5,10,6,387.7,10,7,5,4,4,14,5,5,21,32,1300,1,6,7,26,11.8,54,2,1,3,28,16,5,69,19,3,32,0,0,10,4,10.0,0.0,0.0
7330,2023,16,St Kilda,MID,66,68,134,19,1,40,61,77,138,19,2,3,34,8,377.9,18,6,7,5,0,15,12,4,5,26,1607,8,22,30,32,6.4,84,2,5,4,37,3,7,104,47,3,81,1,0,2,1,88.0,0.0,0.0
7331,2023,16,St Kilda,Other,27,25,52,9,0,11,17,35,52,9,0,0,0,4,311.6,8,0,2,4,0,9,7,2,4,13,772,1,1,2,17,9.7,32,1,2,0,15,8,5,47,20,2,0,1,1,0,0,3.0,1.0,0.0
7332,2023,16,Sydney Swans,DEF,66,49,115,23,3,17,28,77,105,10,0,0,0,31,485.8,16,2,4,25,0,17,31,0,0,24,1698,1,4,5,48,9.0,93,0,5,0,22,0,9,61,51,27,0,1,0,0,0,0.0,12.0,10.0
7333,2023,16,Sydney Swans,FWD,45,36,81,25,1,16,26,52,78,10,9,1,6,6,420.0,15,1,1,2,2,14,10,2,12,32,1092,0,6,6,25,11.2,58,3,0,1,21,4,5,64,25,5,16,0,0,5,1,21.0,0.0,0.0
7334,2023,16,Sydney Swans,MID,68,45,113,26,2,28,42,73,115,23,7,2,27,12,384.6,23,4,9,9,2,24,14,2,12,34,1934,4,13,17,34,10.3,72,1,2,6,34,6,6,92,52,6,67,1,0,1,0,40.0,0.0,0.0
7335,2023,16,Sydney Swans,Other,31,29,60,18,0,11,16,41,57,7,4,0,0,6,300.8,6,2,3,6,1,8,11,0,8,20,713,0,4,4,19,6.5,46,4,2,0,14,1,4,50,21,6,0,0,0,1,0,7.0,0.0,0.0
7336,2023,16,West Coast Eagles,DEF,96,31,127,57,2,14,22,93,115,10,0,4,0,18,519.0,12,4,6,25,0,18,26,0,0,20,2143,0,2,2,81,23.0,108,0,10,0,14,1,5,60,49,15,0,9,4,0,0,0.0,13.0,11.0
7337,2023,16,West Coast Eagles,FWD,36,36,72,22,0,28,29,42,71,11,5,4,2,4,413.1,8,6,0,0,3,12,9,15,10,23,929,0,6,6,25,12.1,54,2,0,0,17,5,3,78,22,3,9,0,0,4,1,0.0,0.0,0.0
7338,2023,16,West Coast Eagles,MID,53,46,99,23,3,34,41,61,102,11,2,2,39,7,442.70000000000005,22,5,6,6,2,19,10,4,3,17,1027,7,13,20,36,7.1,71,1,2,9,23,4,6,126,64,2,80,2,1,0,0,82.0,0.0,0.0
