,year,round,team,score
0,2019,1,Carlton,64
1,2019,1,Collingwood,65
2,2019,1,Melbourne,61
3,2019,1,Adelaide Crows,55
4,2019,1,Western Bulldogs,82
5,2019,1,Brisbane Lions,102
6,2019,1,St Kilda,85
7,2019,1,GWS Giants,112
8,2019,1,Fremantle,141
9,2019,2,Richmond,66
10,2019,2,Sydney Swans,62
11,2019,2,Essendon,65
12,2019,2,Port Adelaide,88
13,2019,2,Geelong Cats,126
14,2019,2,West Coast Eagles,104
15,2019,2,North Melbourne,87
16,2019,2,Hawthorn,87
17,2019,2,Gold Coast Suns,61
18,2019,3,Adelaide Crows,75
19,2019,3,Melbourne,112
20,2019,3,Carlton,74
21,2019,3,GWS Giants,125
22,2019,3,Brisbane Lions,107
23,2019,3,Collingwood,76
24,2019,3,Western Bulldogs,68
25,2019,3,Hawthorn,87
26,2019,3,Fremantle,71
27,2019,4,Sydney Swans,78
28,2019,4,Collingwood,78
29,2019,4,Geelong Cats,75
30,2019,4,Essendon,112
31,2019,4,Port Adelaide,92
32,2019,4,North Melbourne,71
33,2019,4,West Coast Eagles,69
34,2019,4,Gold Coast Suns,59
35,2019,4,St Kilda,74
36,2019,5,Brisbane Lions,61
37,2019,5,North Melbourne,58
38,2019,5,West Coast Eagles,53
39,2019,5,GWS Giants,82
40,2019,5,Melbourne,55
41,2019,5,Richmond,89
42,2019,5,Western Bulldogs,57
43,2019,5,Adelaide Crows,119
44,2019,5,Hawthorn,90
45,2019,6,Richmond,85
46,2019,6,Essendon,69
47,2019,6,Port Adelaide,88
48,2019,6,Gold Coast Suns,62
49,2019,6,St Kilda,68
50,2019,6,Sydney Swans,79
51,2019,6,Fremantle,88
52,2019,6,Hawthorn,93
53,2019,6,Geelong Cats,104
54,2019,7,Collingwood,108
55,2019,7,Melbourne,79
56,2019,7,GWS Giants,114
57,2019,7,Brisbane Lions,103
58,2019,7,Western Bulldogs,99
59,2019,7,West Coast Eagles,80
60,2019,7,Carlton,62
61,2019,7,Geelong Cats,86
62,2019,7,Adelaide Crows,51
63,2019,8,Sydney Swans,77
64,2019,8,Western Bulldogs,92
65,2019,8,Carlton,87
66,2019,8,Gold Coast Suns,60
67,2019,8,St Kilda,70
68,2019,8,Port Adelaide,68
69,2019,8,North Melbourne,80
70,2019,8,Hawthorn,71
71,2019,8,Fremantle,86
72,2019,9,West Coast Eagles,85
73,2019,9,Collingwood,112
74,2019,9,Brisbane Lions,93
75,2019,9,Geelong Cats,133
76,2019,9,Essendon,60
77,2019,9,North Melbourne,72
78,2019,9,Port Adelaide,89
79,2019,9,Richmond,95
80,2019,9,GWS Giants,138
81,2019,10,Sydney Swans,73
82,2019,10,Hawthorn,80
83,2019,10,Western Bulldogs,90
84,2019,10,Adelaide Crows,73
85,2019,10,Gold Coast Suns,64
86,2019,10,Richmond,73
87,2019,10,Melbourne,68
88,2019,10,St Kilda,68
89,2019,10,Fremantle,73
90,2019,11,North Melbourne,99
91,2019,11,Collingwood,75
92,2019,11,GWS Giants,126
93,2019,11,Geelong Cats,85
94,2019,11,Brisbane Lions,85
95,2019,11,Melbourne,88
96,2019,11,St Kilda,69
97,2019,11,Essendon,74
98,2019,11,West Coast Eagles,133
99,2019,12,Richmond,37
100,2019,12,Carlton,78
101,2019,12,Gold Coast Suns,72
102,2019,12,Adelaide Crows,82
103,2019,12,Sydney Swans,116
104,2019,12,Collingwood,98
105,2019,13,Adelaide Crows,101
106,2019,13,Essendon,96
107,2019,13,Gold Coast Suns,76
108,2019,13,Fremantle,100
109,2019,13,Carlton,100
110,2019,13,North Melbourne,68
111,2019,14,West Coast Eagles,106
112,2019,14,Sydney Swans,82
113,2019,14,Melbourne,85
114,2019,14,St Kilda,59
115,2019,14,Port Adelaide,67
116,2019,14,Western Bulldogs,73
117,2019,15,Essendon,77
118,2019,15,Geelong Cats,96
119,2019,15,Hawthorn,71
120,2019,15,Sydney Swans,93
121,2019,15,Collingwood,37
122,2019,15,Port Adelaide,41
123,2019,15,St Kilda,70
124,2019,15,Brisbane Lions,107
125,2019,15,Fremantle,75
126,2019,16,Hawthorn,67
127,2019,16,Essendon,76
128,2019,16,Gold Coast Suns,58
129,2019,16,Adelaide Crows,44
130,2019,16,Western Bulldogs,71
131,2019,16,Fremantle,31
132,2019,16,Carlton,100
133,2019,16,North Melbourne,112
134,2019,16,GWS Giants,74
135,2019,17,West Coast Eagles,77
136,2019,17,Sydney Swans,62
137,2019,17,Hawthorn,84
138,2019,17,Essendon,86
139,2019,17,Gold Coast Suns,56
140,2019,17,Geelong Cats,84
141,2019,17,Richmond,94
142,2019,17,Western Bulldogs,74
143,2019,17,Port Adelaide,49
144,2019,18,Adelaide Crows,75
145,2019,18,Richmond,101
146,2019,18,Carlton,99
147,2019,18,GWS Giants,122
148,2019,18,Brisbane Lions,87
149,2019,18,Fremantle,52
150,2019,18,Geelong Cats,61
151,2019,18,Melbourne,78
152,2019,18,St Kilda,116
153,2019,19,Collingwood,66
154,2019,19,Hawthorn,60
155,2019,19,Carlton,87
156,2019,19,West Coast Eagles,121
157,2019,19,St Kilda,104
158,2019,19,Port Adelaide,55
159,2019,19,Western Bulldogs,113
160,2019,19,Sydney Swans,80
161,2019,19,Gold Coast Suns,96
162,2019,20,North Melbourne,86
163,2019,20,Essendon,67
164,2019,20,GWS Giants,83
165,2019,20,Fremantle,95
166,2019,20,Melbourne,60
167,2019,20,Adelaide Crows,92
168,2019,20,Collingwood,120
169,2019,20,Carlton,75
170,2019,20,Brisbane Lions,98
171,2019,21,GWS Giants,29
172,2019,21,Melbourne,53
173,2019,21,Port Adelaide,103
174,2019,21,Brisbane Lions,144
175,2019,21,Essendon,33
176,2019,21,Geelong Cats,69
177,2019,21,St Kilda,72
178,2019,21,Richmond,73
179,2019,21,West Coast Eagles,90
180,2019,22,Melbourne,42
181,2019,22,Carlton,78
182,2019,22,Brisbane Lions,75
183,2019,22,Adelaide Crows,48
184,2019,22,North Melbourne,144
185,2019,22,Fremantle,55
186,2019,22,Richmond,88
187,2019,22,GWS Giants,65
188,2019,22,Hawthorn,118
189,2019,23,Collingwood,76
190,2019,23,Sydney Swans,109
191,2019,23,North Melbourne,88
192,2019,23,Geelong Cats,129
193,2019,23,Gold Coast Suns,55
194,2019,23,West Coast Eagles,67
195,2019,23,Western Bulldogs,121
196,2019,23,Richmond,82
197,2019,23,Port Adelaide,110
198,2019,24,West Coast Eagles,116
199,2019,24,Geelong Cats,51
200,2019,24,GWS Giants,113
201,2019,24,Brisbane Lions,65
202,2019,25,Geelong Cats,88
203,2019,25,Brisbane Lions,80
204,2019,26,Richmond,85
205,2019,26,Collingwood,52
206,2019,27,Richmond,114
207,2020,1,Richmond,105
208,2020,1,Western Bulldogs,34
209,2020,1,Essendon,63
210,2020,1,Adelaide Crows,71
211,2020,1,GWS Giants,105
212,2020,1,Gold Coast Suns,29
213,2020,1,North Melbourne,56
214,2020,1,Hawthorn,90
215,2020,1,West Coast Eagles,78
216,2020,2,Collingwood,36
217,2020,2,Geelong Cats,108
218,2020,2,Brisbane Lions,81
219,2020,2,Carlton,53
220,2020,2,Port Adelaide,110
221,2020,2,Gold Coast Suns,90
222,2020,2,GWS Giants,60
223,2020,2,Sydney Swans,73
224,2020,2,St Kilda,88
225,2020,3,Richmond,39
226,2020,3,Western Bulldogs,57
227,2020,3,North Melbourne,60
228,2020,3,Collingwood,81
229,2020,3,Geelong Cats,77
230,2020,3,Brisbane Lions,74
231,2020,3,Gold Coast Suns,82
232,2020,3,Fremantle,41
233,2020,4,Sydney Swans,39
234,2020,4,GWS Giants,66
235,2020,4,Port Adelaide,89
236,2020,4,St Kilda,93
237,2020,4,Essendon,51
238,2020,4,Gold Coast Suns,64
239,2020,4,Brisbane Lions,83
240,2020,4,Melbourne,44
241,2020,4,Hawthorn,58
242,2020,5,Carlton,55
243,2020,5,Collingwood,48
244,2020,5,West Coast Eagles,77
245,2020,5,Geelong Cats,89
246,2020,5,Western Bulldogs,87
247,2020,5,Brisbane Lions,85
248,2020,5,Adelaide Crows,34
249,2020,5,Melbourne,52
250,2020,5,GWS Giants,83
251,2020,6,Geelong Cats,73
252,2020,6,Collingwood,59
253,2020,6,Fremantle,79
254,2020,6,West Coast Eagles,67
255,2020,6,Melbourne,80
256,2020,6,Essendon,67
257,2020,6,Port Adelaide,63
258,2020,6,Richmond,34
259,2020,6,Carlton,103
260,2020,7,Geelong Cats,35
261,2020,7,Essendon,51
262,2020,7,GWS Giants,68
263,2020,7,Sydney Swans,60
264,2020,7,Richmond,77
265,2020,7,Carlton,61
266,2020,7,Hawthorn,48
267,2020,7,Fremantle,32
268,2020,7,Adelaide Crows,55
269,2020,8,Gold Coast Suns,46
270,2020,8,GWS Giants,62
271,2020,8,North Melbourne,57
272,2020,8,Sydney Swans,60
273,2020,8,Port Adelaide,44
274,2020,8,Adelaide Crows,59
275,2020,8,West Coast Eagles,111
276,2020,8,Melbourne,49
277,2020,8,Fremantle,16
278,2020,9,Western Bulldogs,49
279,2020,9,Melbourne,32
280,2020,9,Carlton,58
281,2020,9,Essendon,28
282,2020,9,North Melbourne,119
283,2020,9,St Kilda,101
284,2020,9,West Coast Eagles,73
285,2020,9,Gold Coast Suns,35
286,2020,9,Fremantle,61
287,2020,10,Port Adelaide,55
288,2020,10,Richmond,82
289,2020,10,Geelong Cats,90
290,2020,10,Adelaide Crows,37
291,2020,10,Collingwood,50
292,2020,10,Gold Coast Suns,74
293,2020,10,Essendon,55
294,2020,11,Port Adelaide,93
295,2020,11,Brisbane Lions,96
296,2020,11,West Coast Eagles,72
297,2020,11,Melbourne,92
298,2020,11,St Kilda,34
299,2020,11,Fremantle,48
300,2020,11,Adelaide Crows,38
301,2020,11,Gold Coast Suns,73
302,2020,12,Sydney Swans,66
303,2020,12,Geelong Cats,91
304,2020,12,North Melbourne,52
305,2020,12,Melbourne,100
306,2020,12,Fremantle,36
307,2020,12,Western Bulldogs,111
308,2020,12,St Kilda,68
309,2020,12,West Coast Eagles,81
310,2020,12,Richmond,53
311,2020,13,Gold Coast Suns,27
312,2020,13,Western Bulldogs,80
313,2020,13,Port Adelaide,68
314,2020,13,Essendon,61
315,2020,13,Fremantle,50
316,2020,13,Adelaide Crows,37
317,2020,13,Brisbane Lions,50
318,2020,13,West Coast Eagles,61
319,2020,13,Collingwood,65
320,2020,14,Hawthorn,71
321,2020,14,Richmond,88
322,2020,14,Western Bulldogs,61
323,2020,14,Port Adelaide,73
324,2020,14,Fremantle,53
325,2020,14,Melbourne,52
326,2020,14,Carlton,48
327,2020,14,Gold Coast Suns,91
328,2020,15,Hawthorn,48
329,2020,15,West Coast Eagles,60
330,2020,15,Richmond,56
331,2020,15,Sydney Swans,67
332,2020,15,GWS Giants,48
333,2020,15,Brisbane Lions,42
334,2020,16,North Melbourne,42
335,2020,16,St Kilda,80
336,2020,16,Geelong Cats,108
337,2020,16,Western Bulldogs,49
338,2020,16,Melbourne,33
339,2020,16,Adelaide Crows,59
340,2020,16,Carlton,57
341,2020,16,Brisbane Lions,88
342,2020,17,St Kilda,50
343,2020,17,Geelong Cats,31
344,2020,17,North Melbourne,35
345,2020,17,Port Adelaide,79
346,2020,17,GWS Giants,74
347,2020,17,Carlton,56
348,2020,17,Hawthorn,40
349,2020,17,Sydney Swans,41
350,2020,17,Collingwood,68
351,2020,18,North Melbourne,34
352,2020,18,St Kilda,82
353,2020,18,Essendon,49
354,2020,18,Adelaide Crows,33
355,2020,18,Brisbane Lions,78
356,2020,18,Hawthorn,108
357,2020,18,Sydney Swans,63
358,2020,18,Fremantle,44
359,2020,18,Collingwood,45
360,2020,19,Port Adelaide,58
361,2020,19,Brisbane Lions,69
362,2020,19,St Kilda,67
363,2020,19,West Coast Eagles,75
364,2020,20,Richmond,80
365,2020,20,Geelong Cats,100
366,2020,21,Port Adelaide,40
367,2020,21,Brisbane Lions,42
368,2020,22,Richmond,81
369,2021,1,Richmond,105
370,2021,1,Collingwood,53
371,2021,1,Melbourne,80
372,2021,1,Adelaide Crows,103
373,2021,1,Essendon,91
374,2021,1,Brisbane Lions,94
375,2021,1,North Melbourne,65
376,2021,1,GWS Giants,78
377,2021,1,West Coast Eagles,83
378,2021,2,Carlton,85
379,2021,2,Geelong Cats,81
380,2021,2,Sydney Swans,121
381,2021,2,Port Adelaide,119
382,2021,2,St Kilda,73
383,2021,2,Gold Coast Suns,98
384,2021,2,Hawthorn,49
385,2021,2,Western Bulldogs,100
386,2021,2,Fremantle,87
387,2021,3,Collingwood,72
388,2021,3,North Melbourne,39
389,2021,3,Adelaide Crows,95
390,2021,3,Richmond,72
391,2021,3,Essendon,143
392,2021,3,West Coast Eagles,108
393,2021,3,Carlton,109
394,2021,3,GWS Giants,68
395,2021,3,Geelong Cats,69
396,2021,4,Sydney Swans,83
397,2021,4,Port Adelaide,79
398,2021,4,Western Bulldogs,73
399,2021,4,St Kilda,102
400,2021,4,Gold Coast Suns,59
401,2021,4,Collingwood,60
402,2021,4,North Melbourne,68
403,2021,4,Melbourne,85
404,2021,4,Fremantle,96
405,2021,5,St Kilda,48
406,2021,5,West Coast Eagles,103
407,2021,5,Western Bulldogs,118
408,2021,5,Sydney Swans,69
409,2021,5,Carlton,68
410,2021,5,Brisbane Lions,102
411,2021,5,Adelaide Crows,72
412,2021,5,Hawthorn,54
413,2021,5,Geelong Cats,77
414,2021,6,GWS Giants,65
415,2021,6,Geelong Cats,136
416,2021,6,Gold Coast Suns,100
417,2021,6,Carlton,85
418,2021,6,Melbourne,82
419,2021,6,Fremantle,99
420,2021,6,Hawthorn,102
421,2021,6,Collingwood,85
422,2021,6,Port Adelaide,93
423,2021,7,Richmond,77
424,2021,7,Collingwood,55
425,2021,7,Adelaide Crows,39
426,2021,7,St Kilda,128
427,2021,7,Brisbane Lions,93
428,2021,7,Sydney Swans,90
429,2021,7,North Melbourne,73
430,2021,7,Essendon,107
431,2021,7,West Coast Eagles,132
432,2021,8,Richmond,63
433,2021,8,Gold Coast Suns,54
434,2021,8,GWS Giants,107
435,2021,8,North Melbourne,76
436,2021,8,Melbourne,67
437,2021,8,Port Adelaide,87
438,2021,8,Hawthorn,60
439,2021,8,Western Bulldogs,107
440,2021,8,Brisbane Lions,95
441,2021,9,St Kilda,47
442,2021,9,Sydney Swans,72
443,2021,9,Hawthorn,80
444,2021,9,Gold Coast Suns,51
445,2021,9,Richmond,87
446,2021,9,Port Adelaide,77
447,2021,9,Essendon,68
448,2021,9,Melbourne,94
449,2021,9,West Coast Eagles,106
450,2021,10,Brisbane Lions,102
451,2021,10,Carlton,86
452,2021,10,Geelong Cats,91
453,2021,10,Adelaide Crows,96
454,2021,10,Western Bulldogs,144
455,2021,10,Fremantle,86
456,2021,10,GWS Giants,93
457,2021,10,Collingwood,58
458,2021,10,Essendon,141
459,2021,11,Western Bulldogs,59
460,2021,11,Collingwood,51
461,2021,11,Brisbane Lions,129
462,2021,11,St Kilda,88
463,2021,11,Gold Coast Suns,113
464,2021,11,West Coast Eagles,71
465,2021,11,Richmond,111
466,2021,11,Sydney Swans,100
467,2021,11,Port Adelaide,115
468,2021,12,Melbourne,97
469,2021,12,Sydney Swans,92
470,2021,12,Adelaide Crows,73
